,S.No,Name,,Imdb,Twitter,Instagram,Fb,,
,24,Bollywood Hangover,Gossip,NA,http://twitter.com/Bollywood_Nitin,NA,http://www.facebook.com/BollywoodHangover,https://www.youtube.com/user/bollywoodhangover,
,25,Bollywood 360,Gossip,NA,NA,NA,NA,https://www.youtube.com/user/bollywood360,
,26,Bollywood CIA,Gossip,NA,NA,NA,NA,https://www.youtube.com/user/BollywoodCIA,
,27,Page3 Buzz,Gossip,NA,NA,NA,NA,https://www.youtube.com/user/Page3Buzz,
,28,Taki Sawant,Gossip,NA,http://www.twitter.com/takisawant,NA,http://www.facebook.com/takisawant,https://www.youtube.com/user/takisawant,
,29,Bollywood Backstage,Gossip,NA,https://twitter.com/#!/BollywoodBstage,NA,http://www.facebook.com/bollywoodbackstage,https://www.youtube.com/user/bollywoodbackstage,
,30,Bollywood Chakkar,Gossip,NA,NA,NA,NA,https://www.youtube.com/user/UnitezzMediaOfficial,
,31,Bollywood Masala,Gossip,NA,NA,NA,NA,https://www.youtube.com/user/bollywoodmasala,
,32,Agony Khan,Gossip,NA,NA,NA,NA,https://www.youtube.com/user/AgonyKhan,
,33,Nana Chatekar,Gossip,NA,NA,NA,NA,https://www.youtube.com/user/NanaChatekar,
,,,,,,,,,
,,,,,,,,,
,1,Cine Blitz,Publisher,NA,https://twitter.com/thecineblitz,http://instagram.com/cineblitz,https://www.facebook.com/CineBlitz,https://www.youtube.com/channel/UCkrrPgQC03UBbcZjLHPHUIw,
,2,Filmfare,Publisher,NA,https://twitter.com/filmfare,https://www.instagram.com/filmfare,https://www.facebook.com/Filmfare,https://www.youtube.com/user/Filmfareweb,
,3,NDTV Movies,Publisher,NA,https://twitter.com/#!/moviesndtv,NA,http://www.facebook.com/pages/NDTV-Movies/98462422918,NA,
,4,Rediff Movies,Publisher,NA,https://twitter.com/rediffmovies,NA,https://www.facebook.com/Rediff-Movies-142212742508262/,NA,
,5,Stardust,Publisher,NA,https://twitter.com/Stardust_Magna,http://instagram.com/stardustmagna,https://www.facebook.com/stardustIndia,https://www.youtube.com/user/magnastardust,
,6,Ultra Bollywood,Publisher,NA,https://twitter.com/UltraHindi,NA,http://facebook.com/ultrahindi,https://www.youtube.com/user/UltraHindi,
,7,Zoom TV,Publisher,NA,http://www.twitter.com/zoomtv,https://instagram.com/zoomtv/,http://facebook.com/zoomtv,https://www.youtube.com/channel/UCotI-SqRXnkAZX4bMqlRNjw,
,8,Shemaroo Entertainment,Publisher,NA,https://twitter.com/shemarooent,NA,https://www.facebook.com/shemarooent,https://www.youtube.com/user/ShemarooEnt,
,9,Venus Movies,Publisher,NA,https://twitter.com/venusmovies,NA,https://www.facebook.com/venusentertainment,https://www.youtube.com/user/VenusMovies,
,10,Eros Now Entertainment,Publisher,NA,NA,NA,https://www.facebook.com/erosnow,https://www.youtube.com/user/erosentertainment,
,11,Mayapuri Films,Publisher,NA,https://twitter.com/mayapurimag,https://www.instagram.com/mayapurimagazine/,https://www.facebook.com/Mayapurimagazine/,https://www.youtube.com/user/MayapuriFilms,
,12,Pink Villa,Publisher,NA,https://twitter.com/pinkvilla,https://instagram.com/pinkvilla,https://www.facebook.com/pages/PinkVilla/114638575244302,https://www.youtube.com/playlist?list=PLXw5X9ICOU4a6RCLHeIZk8smfTQt4AyaE,
,13,Bollywood Window,Publisher,NA,NA,NA,NA,https://www.youtube.com/user/hindustanisangeet,
,14,Sony Max,Publisher,NA,https://twitter.com/SonyMax,https://www.instagram.com/sonymaxmovies/,https://www.facebook.com/MAXTelevision,https://www.youtube.com/user/maxindia,
,15,Sony Max 2,Publisher,NA,https://twitter.com/sonymax2movies,https://www.instagram.com/sonymax2movies/,https://www.facebook.com/SonyMax2?fref=ts,NA,
,16,E24,Publisher,NA,https://twitter.com/e24bollynews/,NA,https://www.facebook.com/e24bollywood/,https://www.youtube.com/e24music/,
,17,UTV Movies,Publisher,NA,https://twitter.com/utvfilms,https://www.instagram.com/utvfilms,https://www.facebook.com/UTVmovies/,NA,
,18,Zee Cinema,Publisher,NA,https://twitter.com/zeecinema,https://www.instagram.com/zeecinema/,https://www.facebook.com/ZeeCinemaChannel/,https://www.youtube.com/user/zeecinemachannel,
,19,Zee Bollywood,Publisher,NA,https://twitter.com/ZeeBollywood,https://www.instagram.com/zeebollywoodchannel/,https://www.facebook.com/ZeeBollywoodChannel,https://www.youtube.com/channel/UCO68w6XY4jstxssr8G68voQ,
,20,Star Gold,Publisher,NA,https://twitter.com/StarGoldIndia,https://www.instagram.com/stargoldofficial/,https://www.facebook.com/StarGoldIndia,https://www.youtube.com/user/StarGold,
,21,Star Gold Select,Publisher,NA,https://twitter.com/StarGoldSelect,https://www.instagram.com/stargoldselect/,https://www.facebook.com/StarGoldSelect,NA,
,22,Rishtey Cineplex,Publisher,NA,https://twitter.com/rishteycineplex,https://www.instagram.com/rishteycineplex/,https://www.facebook.com/rishteycineplex,https://www.youtube.com/channel/UCYnMzKK6hcpnlRCxGnPwk6Q,
,23,AND Pictures,Publisher,NA,https://twitter.com/AndPicturesIN,https://www.instagram.com/andpicturesin/,https://www.facebook.com/andpictureschannel/,https://www.youtube.com/channel/UCMuauRU4iGMJwy_VVilvriw,
,24,ETC Bollywood,Publisher,NA,https://twitter.com/ETCBollywood,https://www.instagram.com/etcbollywood/,https://www.facebook.com/etcIndia,https://www.youtube.com/user/ETCNetworks,
,25,Movies Ok,Publisher,NA,NA,NA,NA,https://www.youtube.com/user/moviesokindia,
,26,B4U Movies,Publisher,NA,NA,NA,https://www.facebook.com/B4UMoviesTV/,NA,
,,,,,,,,,
,,,,,,,,,
,1,Miss Malini,Blog,NA,NA,NA,NA,NA,https://www.missmalini.com/category/bollywood/
,2,Gossip Ki Galliyan,Blog,NA,NA,NA,NA,NA,https://gossipkigalliyan.com/category/bollywood-gossip/
,3,Filmi Beat,Blog,NA,NA,NA,NA,NA,https://www.filmibeat.com/bollywood/
,4,Cosmopolitian,Blog,NA,NA,NA,NA,NA,https://www.cosmopolitan.in/content/Bollywood-Gossip
,5,Blog To Bollywood,Blog,NA,NA,NA,NA,NA,https://blogtobollywood.com/
,6,Filmi Keeday,Blog,NA,NA,NA,NA,NA,https://www.filmykeeday.com/
,7,Beth Loves Bollywood,Blog,NA,NA,NA,NA,NA,http://www.bethlovesbollywood.com/
,8,A Potpourri of Vestiges,Blog,NA,NA,NA,NA,NA,http://www.apotpourriofvestiges.com/
,9,Bollywood Bindaas,Blog,NA,NA,NA,NA,NA,https://www.bollywoodbindass.com/category/movies/
,10,Adda Today,Blog,NA,NA,NA,NA,NA,https://www.addatoday.com/
,11,Kinky Little Boots,Blog,NA,NA,NA,NA,NA,http://www.kinkylittleboots.com/
,12,Priyaa Divarekar,Blog,NA,NA,NA,NA,NA,http://www.priyaadivarekar.com/
,13,Nyooz Flix,Blog,NA,NA,NA,NA,NA,http://www.nyoozflix.com/
,,,,,,,,,
,,,,,,,,,
,1,Jagran Film Festival,Events - Film Festival,NA,https://twitter.com/jagranfilmfest,https://www.instagram.com/jagranfilmfestival/?hl=en,https://www.facebook.com/JagranFilmFestival/,https://www.youtube.com/channel/UCjSufeNHs4vDPPMqx3V4dPw,
,2,Indian Film Festival of Melbourne,Events - Film Festival,NA,https://twitter.com/IFFMelb,https://www.instagram.com/iffmelbourne/,https://www.facebook.com/IndianFilmFestivalOfMelbourne,https://www.youtube.com/user/mindblowingfilmscom,
,3,Indian Film Festival of Los Angeles,Events - Film Festival,NA,https://twitter.com/iffla,http://instagram.com/indianfilmfestival,https://www.facebook.com/indianfilmfestival,http://www.youtube.com/indianfilmfestival,
,4,International Film Festival of India,Events - Film Festival,NA,https://twitter.com/IFFIGoa,https://instagram.com/iffigoa,https://facebook.com/iffigoa/,https://youtube.com/iffigoa,
,5,National Film Awards,Events - Award Shows,NA,NA,NA,NA,NA,
,6,Sansui Stardust Awards,Events - Award Shows,NA,NA,NA,NA,NA,
,7,Zee Cine Awards,Events - Award Shows,NA,https://twitter.com/ZeeCineAwards,https://www.instagram.com/zeecineawards/,https://www.facebook.com/zeecineawardsofficial/,https://www.youtube.com/channel/UCgVGwARtNasFshIjTiar4vw,
,8,Star Screen Awards,Events - Award Shows,NA,NA,NA,NA,NA,
,9,IIFA Awards,Events - Award Shows,NA,https://twitter.com/iifa,https://www.instagram.com/iifa,https://www.facebook.com/IIFA/,https://www.youtube.com/channel/UCe8GMzGI_8fBfQYgOe3tBKA,
,10,Producers Guild Film Awards,Events - Award Shows,NA,NA,NA,NA,NA,
,11,Global Indian Film Awards,Events - Award Shows,NA,NA,NA,NA,NA,
,12,Filmfare Awards,Events - Award Shows,NA,NA,NA,NA,NA,
,13,BIG Zee Entertainment Awards,Events - Award Shows,NA,NA,NA,NA,NA,
,14,The Times of India Film Awards,Events - Award Shows,NA,NA,NA,NA,NA,
,,,,,,,,,
,,,,,,,,,
,1,Honey Sheth,Influencers,NA,NA,https://instagram.com/honeysheth,NA,NA,
,2,Its Bollywood,Influencers,NA,NA,https://www.instagram.com/itzbollywoodtrend/,NA,NA,
,3,Bollywood Fashion Book,Influencers,NA,NA,https://www.instagram.com/bollyfashionbook/,NA,NA,
,4,Bollywood Style File,Influencers,NA,NA,https://www.instagram.com/bollywoodstylefile/,NA,NA,
,5,Bollywood Fashion Fiesta,Influencers,NA,NA,https://www.instagram.com/bollyfashionfiesta/,NA,NA,
,6,Amazing Bollywood,Influencers,NA,NA,https://www.instagram.com/amazingbollywood/,NA,NA,
