,S.No,Name,,Imdb,Twitter,Instagram,Fb,,
,8,Ayan Mukerji,Director,https://pro.imdb.com/name/nm2209781,https://twitter.com/directorayan,https://www.instagram.com/ayanmukerji83/,https://www.facebook.com/ayanmukerji83,,
,9,Farah Khan,Director,https://pro.imdb.com/name/nm0007134,http://www.twitter.com/thefarahkhan,http://www.instagram.com/farahkhankunder,http://www.facebook.com/TheFarahKhan,,
,10,Hansal Mehta,Director,https://pro.imdb.com/name/nm0576554,http://www.twitter.com/mehtahansal,http://www.instagram.com/hansalmehta,http://www.facebook.com/HansalMehtaOfficial,,
,11,Imtiaz Ali,Director,https://pro.imdb.com/name/nm1665004,NA,http://www.instagram.com/imtiazaliofficial,http://www.facebook.com/ImtiazAliOfficial,,
,12,Javed Akhtar,Director,https://pro.imdb.com/name/nm0015287,https://twitter.com/Javedakhtarjadu,https://www.instagram.com/javedjaduofficial/,NA,,
,13,Kabir Khan,Director,https://pro.imdb.com/name/nm1203138,http://www.twitter.com/kabirkhankk,http://www.instagram.com/kabirkhankk,http://www.facebook.com/OfficialKabirKhan,,
,14,Mahesh Bhatt,Director,https://pro.imdb.com/name/nm0080315,http://www.twitter.com/maheshnbhatt,http://www.instagram.com/maheshfilm,http://www.facebook.com/MaheshBhatt,,
,15,Mira Nair,Director,https://pro.imdb.com/name/nm0619762,http://www.twitter.com/mirapaglinair,NA,http://www.facebook.com/themiranair,,
,16,Neeraj Pandey,Director,https://pro.imdb.com/name/nm3109770,http://www.twitter.com/neerajpofficial,https://www.instagram.com/neerajpofficial/,http://www.facebook.com/neerajpofficial,,
,17,Pradeep Sarkar,Director,https://pro.imdb.com/name/nm1224879,https://twitter.com/pradeepsrkar,NA,https://www.facebook.com/pradeepown,,
,18,Prakash Jha,Director,https://pro.imdb.com/name/nm0422552,http://www.twitter.com/prakashjha27,NA,NA,,
,19,Rajkumar Hirani,Director,https://pro.imdb.com/name/nm0386246,http://www.twitter.com/rajkumarhirani,https://www.instagram.com/hirani.rajkumar/,https://www.facebook.com/officialrajkumarhirani1/,,
,20,Rajkumar Santoshi,Director,https://pro.imdb.com/name/nm0764316,https://twitter.com/RajSantoshi,NA,https://www.facebook.com/profile.php?id=100012801554836,,
,21,Rakesh Roshan,Director,https://pro.imdb.com/name/nm0004363,http://www.twitter.com/rakeshroshan_n,NA,NA,,
,22,Rakeysh Omprakash Mehra,Director,https://pro.imdb.com/name/nm1018493,http://www.twitter.com/rakeyshommehra,https://www.instagram.com/rakeyshommehra/,NA,,
,23,Ram Gopal Varma,Director,https://pro.imdb.com/name/nm0890060,https://twitter.com/RGVzoomin,http://www.instagram.com/rgvzoomin,http://www.facebook.com/RGV,,
,24,Ramesh Sippy,Director,https://pro.imdb.com/name/nm0802693,https://twitter.com/rgsippy,NA,https://www.facebook.com/ramesh.sippy.549,,
,25,Rohit Shetty,Director,https://pro.imdb.com/name/nm1460159,https://twitter.com/iamrohitshetty,http://www.instagram.com/itsrohitshetty,http://www.facebook.com/itsrohitshetty,,
,26,SS Rajamouli,Director,https://pro.imdb.com/name/nm1442514,http://www.twitter.com/ssrajamouli,https://www.instagram.com/ssrajamouli/,http://www.facebook.com/SSRajamouli,,
,27,Shakun Batra,Director,https://pro.imdb.com/name/nm2439708,https://twitter.com/shakunbatra,https://www.instagram.com/shakunbatra/,https://www.facebook.com/shakunbatra,,
,28,Shekhar Kapur,Director,https://pro.imdb.com/name/nm0001408,http://www.twitter.com/shekharkapur,http://www.instagram.com/shekharkapur,https://www.facebook.com/shekharkapur,,
,29,Subhash Ghai,Director,https://pro.imdb.com/name/nm0007131,http://www.twitter.com/subhashghai1,http://www.instagram.com/subhashghai1,https://www.facebook.com/subhashghai,,
,30,Sudhir Mishra,Director,https://pro.imdb.com/name/nm0592803,http://www.twitter.com/iamsudhirmishra,https://www.instagram.com/sudhir.mishra1971/,NA,,
,31,Tigmanshu Dhulia,Director,https://pro.imdb.com/name/nm0223606,NA,https://www.instagram.com/tigmanshu_d/,https://www.facebook.com/tigmanshu.dhulia.1,,
,32,Vidhu Vinod Chopra,Director,https://pro.imdb.com/name/nm0006765,https://twitter.com/IVidhuVChopra,NA,NA,,
,33,Vikram Bhatt,Director,https://pro.imdb.com/name/nm0080333,http://www.twitter.com/thevikrambhatt,http://www.instagram.com/vikrampbhatt,http://www.facebook.com/VikramBhattOfficial,,
,34,Vishal Bhardwaj,Director,https://pro.imdb.com/name/nm0080235,https://twitter.com/VishalBhardwaj,https://www.instagram.com/vbfilmsofficial/,https://www.facebook.com/VishalBhardwajOfficial/,,
,35,Ajay Bijli,Producer,https://pro.imdb.com/name/nm3035421,NA,NA,https://www.facebook.com/ajay.bijli,,
,36,Apoorva Mehta,Producer,https://pro.imdb.com/name/nm2118923,https://twitter.com/apoorvamehta18,https://www.instagram.com/apoorva1972/,NA,,
,37,Bhushan Kumar,Producer,https://pro.imdb.com/name/nm1024685,https://twitter.com/itsBhushanKumar,https://www.instagram.com/its_bhushankumar/,NA,,
,38,Ekta Kapoor,Producer,https://pro.imdb.com/name/nm0438471,http://www.twitter.com/ektaravikapoor,http://www.instagram.com/ektaravikapoor,http://www.facebook.com/EktaRaviKapoor,,
,39,Gauri Khan,Producer,https://pro.imdb.com/name/nm0451215,http://www.twitter.com/gaurikhan,http://www.instagram.com/gaurikhan,http://www.facebook.com/GauriKhanOfficial,,
,40,Harindra Singh,Producer,NA,NA,https://www.instagram.com/harry_2311/,https://www.facebook.com/harry1508,,
,41,Jayantilal Gada,Producer,https://pro.imdb.com/name/nm1769270,https://twitter.com/jayantilalgada,NA,http://www.facebook.com/JayantilalGadaOfficial,,
,42,Kumar S. Taurani,Producer,https://pro.imdb.com/name/nm4353263,https://twitter.com/kumartaurani,NA,https://www.facebook.com/kumartaurani/,,
,43,Monisha Advani,Producer,https://pro.imdb.com/name/nm5548228,http://www.twitter.com/monishaadvani,https://www.instagram.com/onlyemmay/,NA,,
,44,Mukesh Bhatt,Producer,https://pro.imdb.com/name/nm0080319,NA,https://www.instagram.com/mukesh55661/,https://www.facebook.com/MukeshBhattOfficial/,,
,45,Nikkhil Advani,Producer,https://pro.imdb.com/name/nm0012541,http://www.twitter.com/nikkhiladvani,https://www.instagram.com/nikkhiladvani/,https://www.facebook.com/NikkhilAdvani/,,
,46,Ramesh S. Taurani,Producer,https://pro.imdb.com/name/nm0851523,https://twitter.com/RameshTaurani,https://www.instagram.com/rameshtaurani/,http://www.facebook.com/ramesh.taurani.9,,
,47,Ritesh Sidhwani,Producer,https://pro.imdb.com/name/nm1032700,http://www.twitter.com/ritesh_sid,http://www.instagram.com/ritesh_sid,http://www.facebook.com/SidhwaniRitesh,,
,48,Ronnie Screwvala,Producer,https://pro.imdb.com/name/nm0780098,http://www.twitter.com/ronniescrewvala,https://www.instagram.com/screwvalaronnie/,http://www.facebook.com/RonnieScrewvala,,
,49,Sajid Nadiadwala,Producer,https://pro.imdb.com/name/nm0618898,http://www.twitter.com/wardanadiadwala,http://www.instagram.com/wardakhannadiadwala,http://www.facebook.com/WardaKhanNadiadwala,,
,50,Sanjay Leela Bhansali,Producer,https://pro.imdb.com/name/nm0080220,NA,https://www.instagram.com/sanjayleelabhansali/,NA,,
,51,Sanjeev K Bijli,Producer,https://pro.imdb.com/name/nm3034794,https://twitter.com/SanjeevBijli,https://www.instagram.com/sanjeevkbijli/,https://www.facebook.com/sanjeev.bijli,,
,52,Sooraj Barjatya,Producer,https://pro.imdb.com/name/nm0054744,http://www.twitter.com/rajjatbarjatya,NA,https://www.facebook.com/rajshri.brajatiya.1,,
,53,Subhash Chandra,Producer,https://pro.imdb.com/name/nm1934301,http://www.twitter.com/subhashchandra,http://www.instagram.com/_subhashchandra,http://www.facebook.com/DrSubhashChandraDSC,,
,54,Sunil Lulla,Producer,https://pro.imdb.com/name/nm2602251,https://twitter.com/SunilLulla,https://www.instagram.com/sunillulla/,NA,,
,55,Twinkle Khanna,Producer,https://pro.imdb.com/name/nm0007012,https://twitter.com/mrsfunnybones,http://www.instagram.com/twinklerkhanna,http://www.facebook.com/TwinkleRKhanna,,
,56,Uday Chopra,Producer,https://pro.imdb.com/name/nm0159167,http://www.twitter.com/udaychopra,http://www.instagram.com/udayc,http://www.facebook.com/UdayChopraOfficial,,
,57,Vikramaditya Motwane,Producer,https://pro.imdb.com/name/nm0003939,https://twitter.com/VikramMotwane,https://www.instagram.com/vikramadityamotwane/,https://www.facebook.com/vikramaditya.motwane.3,,
,,,,,,,,,
,,,,,,,,,
,1,Rajeev Masand,Reviews,NA,http://www.twitter.com/rajeevmasand,https://www.instagram.com/rajeevmasand,http://www.facebook.com/rajeevmasandthemovieguy,https://www.youtube.com/channel/UCvapa0SZ7_vwks-OtvFBqDw,
,2,Anupama Chopra,Reviews,NA,http://www.twitter.com/anupamachopra,https://www.instagram.com/anupama.chopra,http://www.facebook.com/anupamachopraofficial,https://www.youtube.com/channel/UC55os7K-eMLTJy_aXzm5sHw,
,3,Komal Nahta,Reviews,NA,https://twitter.com/komalnahta,NA,https://www.facebook.com/komal.nahta,https://www.youtube.com/channel/UCtUUn8bzNYl10hFiWwn2ZbA,
,4,Taran Adarsh,Reviews,NA,http://www.twitter.com/taran_adarsh,http://www.instagram.com/taranadarsh,http://www.facebook.com/TaranAdarshOfficial,https://www.youtube.com/channel/UC6lZtNQcwAoV3Zu_B63_ZIg,
,5,Mayank Shekhar,Reviews,NA,https://twitter.com/mayankw14,NA,https://www.facebook.com/mayank1012/,NA,
,6,Khalid Mohamed,Reviews,NA,https://twitter.com/Jhajhajha,https://www.instagram.com/khalidmohamed9487,https://www.facebook.com/justkhalid,NA,
,7,Baradwaj Rangan,Reviews,NA,https://twitter.com/baradwajrangan,https://www.instagram.com/baradwajrangan/,https://www.facebook.com/ranganbaradwaj/,NA,
,8,Raja Sen,Reviews,NA,https://twitter.com/rajasen,NA,https://www.facebook.com/RajaSenCritic/,NA,
,9,Omar Qureshi,Reviews,NA,https://twitter.com/oqspot,https://www.instagram.com/oqspot,https://www.facebook.com/omarqureshi/,NA,
,10,Pratim D Gupta,Reviews,NA,http://www.twitter.com/pratimdgupta,NA,NA,NA,
,11,Siddharth Kannan,Reviews,NA,http://www.twitter.com/sidkannan,http://www.instagram.com/sid_kannan,http://www.facebook.com/sidk313,https://www.youtube.com/channel/UCjS8OCmHuWdl5aWDUuU0M4g,
,12,Amod Mehra,Reviews,NA,https://twitter.com/MehraAmod,NA,https://www.facebook.com/amodmehra,NA,
,13,Shubhra Gupta,Reviews,NA,https://twitter.com/shubhragupta,NA,https://www.facebook.com/shubhra.gupta,NA,
,14,Aseem Chhabra,Reviews,NA,https://twitter.com/chhabs,https://www.instagram.com/chhabs2,https://www.facebook.com/aseemc22,NA,
,15,Tanul Thakur,Reviews,NA,https://twitter.com/Plebeian42,NA,https://www.facebook.com/tanul.thakur,NA,
,16,Sahil Rizwan,Reviews,NA,https://twitter.com/sahilriz,https://www.instagram.com/sahilriz,https://www.facebook.com/thevigilidiot,NA,
,17,Sreehari Nair,Reviews,NA,NA,NA,https://www.facebook.com/sreehari.nair.92,NA,
,18,Rahul Desai,Reviews,NA,https://twitter.com/reelreptile,https://www.instagram.com/rahulnoless/,https://www.facebook.com/rahulnoless,NA,
,19,Vinit Masram,Reviews,NA,https://twitter.com/vinitmasram,https://www.instagram.com/vinitmasram,https://www.facebook.com/vinitmasram07,https://www.youtube.com/channel/UC9uNpqgB0PfH1-hHQrUWXyw,
,,,,,,,,,
,,,,,,,,,
,1,Aamir Khan Productions,Production House,https://pro.imdb.com/company/co0026618,NA,https://www.instagram.com/aamirkhanproductions/,NA,https://www.youtube.com/user/AamirKhanProductions,Aamir Khan | Kiran Rao | Mansoor Khan
,2,Ajay Devgn FFilms,Production House,https://pro.imdb.com/company/co0489670,https://twitter.com/ajdevgnfilms,https://www.instagram.com/ajaydevgnfilms/,NA,NA,Ajay Devgn
,3,Anil Kapoor Film Company,Production House,https://pro.imdb.com/company/co0149794,NA,https://www.instagram.com/anilkapoorfilmcompany/,NA,NA,
,4,Ashutosh Gowariker Productions,Production House,https://pro.imdb.com/company/co0132158,https://twitter.com/agppl_tweets,https://www.instagram.com/agpplofficial/,http://www.facebook.com/AGPPL,https://www.youtube.com/user/agppl,
,5,Balaji Telefilms,Production House,https://pro.imdb.com/company/co0121332,https://twitter.com/balajimotionpic,https://www.instagram.com/balajitelefilmslimited/,https://www.facebook.com/Balajimotionpictures/?ref=br_rs,https://www.youtube.com/user/balajitelefilms,Jeetendra | Shobha Kapoor | Ekta Kapoor | Tusshar Kapoor
,6,Benaras Mediaworks,Production House,https://pro.imdb.com/company/co0426547,NA,NA,https://www.facebook.com/BenarasMediaWorks/,https://www.youtube.com/channel/UCOCBdMRXS7eff7pMqSWGhmQ,
,7,Clean Slate Films,Production House,https://pro.imdb.com/company/co0418945,https://twitter.com/OfficialCSFilms,https://www.instagram.com/OfficialCSFilms/,https://www.facebook.com/OfficialCSFilms,https://www.youtube.com/channel/UCEuFbZpSn2F04cURjvEELmg,Anushka Sharma | Karnesh Sharma
,8,Colour Yellow Productions,Production House,https://pro.imdb.com/company/co0599270,https://twitter.com/cypplOfficial,https://www.instagram.com/cypplofficial/,https://www.facebook.com/ColourYellowProductions,https://www.youtube.com/channel/UCzcPG7uIA-R82YR1xB86Wcw,Aanand L. Rai | Himanshu Sharma
,9,DAR Motion Pictures,Production House,https://pro.imdb.com/company/co0298225,https://twitter.com/DarMovies,https://www.instagram.com/darmotionpictures/,https://www.facebook.com/darmotionpictures,https://www.youtube.com/user/thedarmotionpictures,Arun Rangachari | Vivek Rangachari | Sethumadhavan N
,10,Dharma Productions,Production House,https://pro.imdb.com/company/co0078768,http://twitter.com/DharmaMovies,https://www.instagram.com/dharmamovies/,https://www.facebook.com/DharmaMovies,https://www.youtube.com/user/DharmaMovies,Apoorva Mehta | Hiroo Yash Johar | Karan Johar
,11,Emmay Entertainment,Production House,https://pro.imdb.com/company/co0415569,https://twitter.com/EmmayEntertain,https://instagram.com/emmayentertainment/,https://www.facebook.com/EmmayEntertainment,https://www.youtube.com/user/EmmayEntertainment,Nikkhil Advani | Monisha Advani | Madhu G Bhojwani
,12,Eros International,Production House,https://pro.imdb.com/company/co0050176,https://twitter.com/erosintl,https://www.instagram.com/erosnow/,https://www.facebook.com/erosnow,https://www.youtube.com/user/erosentertainment,Kishore Lulla | Sunil Lulla
,13,Excel Entertainment,Production House,https://pro.imdb.com/company/co0019447,https://twitter.com/excelmovies,https://www.instagram.com/excelmovies/,https://www.facebook.com/excelentertainment,https://www.youtube.com/user/excelmovies,Ritesh Sidhwani | Farhan Akhtar
,14,FilmKraft Production,Production House,https://pro.imdb.com/company/co0007698,https://twitter.com/FilmKRAFTfilms,https://www.instagram.com/kaabilthemovie/,https://www.facebook.com/FilmKRAFTfilms,https://www.youtube.com/user/krrish3thefilm,Rakesh Roshan
,15,Friday Filmworks,Production House,https://pro.imdb.com/company/co0245652,https://twitter.com/FFW_Official,https://www.instagram.com/fridayfilmworks/,https://www.facebook.com/FridayFilmworks/,https://www.youtube.com/channel/UCfswJYBywioJ1qzl_4tiAfA,
,16,Fox Star Studios,Production House,https://pro.imdb.com/company/co0266060,https://twitter.com/foxstarindia,https://www.instagram.com/foxstarindia/,https://www.facebook.com/FoxStarIndia,https://www.youtube.com/user/FoxStarIndia,Vijay Singh
,17,Hari Om Entertainment,Production House,https://pro.imdb.com/company/co0336221,NA,NA,https://www.facebook.com/HariOmProductions,NA,Akshay Kumar | Aruna Bhatia | Twinkle Khanna
,18,Mukta Arts,Production House,https://pro.imdb.com/company/co0066395,https://twitter.com/MuktaArtsLtd,NA,https://www.facebook.com/MuktaArts,https://www.youtube.com/user/muktaart,Subhash Ghai
,19,Nadiadwala Grandson Entertainment,Production House,https://pro.imdb.com/company/co0183118,https://twitter.com/NGEMovies,https://www.instagram.com/nadiadwalagrandson/,https://www.facebook.com/NGEMovies,https://www.youtube.com/user/NadiadwalaGrandson,Sajid Nadiadwala
,20,Pen India Limited,Production House,https://pro.imdb.com/company/co0329947,https://twitter.com/PenMovies,http://instagram.com/PenMovies,https://www.facebook.com/PenMovies,https://www.youtube.com/user/PenIndiaPvtLimited,Jayantilal Gada | Dhaval Gada | Kushal Kantilal Gada
,21,Percept Picture Company,Production House,https://pro.imdb.com/company/co0132496,https://twitter.com/PerceptPictures,https://www.instagram.com/perceptpicture_official/,https://www.facebook.com/perceptpictures,https://www.youtube.com/channel/UC-zx3kljsup0yXOBZg-H0Vg,Harindra Singh
,22,Phantom Films,Production House,https://pro.imdb.com/company/co0362371,https://twitter.com/FuhSePhantom,https://www.instagram.com/fuhsephantom/,https://www.facebook.com/FuhSe,https://www.youtube.com/user/FuhSePhantom,Anurag Kashyap | Vikramaditya Motwane | Vikas Bahl | Madhu Mantena
,23,Prakash Jha Productions,Production House,https://pro.imdb.com/company/co0006733,https://twitter.com/PJP_Online,https://www.instagram.com/prakashjproductions/,https://www.facebook.com/PJPPL,https://www.youtube.com/user/cinemawithpower,Prakash Jha
,24,Purple Pebble Pictures,Production House,https://pro.imdb.com/company/co0609479,https://twitter.com/PurplePebblePic,https://www.instagram.com/purplepebblepictures/,https://www.facebook.com/PurplePebblePicturesOfficial,https://www.youtube.com/channel/UC1x3Wc4E5eHpIVvF9mN1xJg,Priyanka Chopra
,25,PVR Pictures,Production House,https://pro.imdb.com/company/co0173735,http://twitter.com/PicturesPVR,https://www.instagram.com/pvrpictures/,https://www.facebook.com/pvr.pictures,https://www.youtube.com/user/PvrPictures,Ajay Bijli | Sanjeev K Bijli
,26,Rajkumar Hirani Films,Production House,https://pro.imdb.com/company/co0504896,NA,https://www.instagram.com/p/Blu0CIHnG91,https://www.facebook.com/RajkumarHiraniFilms,https://www.youtube.com/channel/UCRL0O--hqpwaHfZpNwj7ZFw,Rajkumar Hirani
,27,Rajshri Productions,Production House,https://pro.imdb.com/company/co0023532,https://twitter.com/Rajshri,https://www.instagram.com/rajshrifilms/,https://www.facebook.com/rajshri,https://www.youtube.com/user/rajshri,Sooraj Barjatya | Kavita K. Barjatya
,28,Red Chillies Entertainment,Production House,https://pro.imdb.com/company/co0125539,https://twitter.com/RedChilliesEnt,https://www.instagram.com/redchilliesent,https://www.facebook.com/RedChilliesEnt,https://www.youtube.com/user/ChennaiExp2013/,Shah Rukh Khan | Gauri Khan
,29,Reliance Entertainment,Production House,https://pro.imdb.com/company/co0336601,http://www.twitter.com/RelianceEnt,https://www.instagram.com/reliance.entertainment,https://www.facebook.com/RelianceEntertainment,https://www.youtube.com/user/bigpictures,Anil Ambani | Tina Ambani | Anmol Ambani
,30,RGV Talkies,Production House,https://pro.imdb.com/company/co0137541,https://twitter.com/RGVzoomin,https://www.instagram.com/rgvzoomin/,https://www.facebook.com/RgvTalkiesOfficial,https://www.youtube.com/user/rgv,Ram Gopal Varma
,31,Salman Khan Films,Production House,https://pro.imdb.com/company/co0541353,https://twitter.com/SKFilmsOfficial,https://www.instagram.com/skfilmsofficial/,https://www.instagram.com/skfilmsofficial/,https://www.youtube.com/channel/UCz3Mq_cS7AVRatrpGQi7QUQ,Salman Khan | Salma Khan | Salim Khan
,32,Sanjay Dutt Productions,Production House,https://pro.imdb.com/company/co0326729,https://twitter.com/sanjayduttsprod,https://www.instagram.com/sanjayduttsproductions/,https://www.facebook.com/SanjayDuttsProd,https://www.youtube.com/channel/UCLcWkS3ks-XEkNlHsdgd-5g,Sanjay Dutt
,33,Sanjay Leela Bhansali Films,Production House,https://pro.imdb.com/company/co0666248,https://twitter.com/bhansaliprod_fc,https://www.instagram.com/bhansaliproductionsfc,https://www.facebook.com/bhansaliproductionfc,NA,Sanjay Leela Bhansali
,34,Shree Ashtavinayak Cine Vision,Production House,https://pro.imdb.com/company/co0108404,NA,NA,https://www.facebook.com/shriashtavinayakindialtd,NA,Dhillin Mehta
,35,T-Series,Production House,https://pro.imdb.com/company/co0095683,NA,https://www.instagram.com/tseriesfilms/,https://www.facebook.com/tseriesfilms,https://www.youtube.com/channel/UCY6Oyw79FDcysE9W4NYWiJA,Bhushan Kumar | Krishan Kumar
,36,Tips Industries,Production House,https://pro.imdb.com/company/co0258317,https://twitter.com/TipsFilms,http://www.instagram.com/tipsfilms,https://www.facebook.com/TipsFilms,https://www.youtube.com/user/tipsfilms,Kumar S. Taurani | Ramesh S. Taurani
,37,UTV Motion Pictures,Production House,https://pro.imdb.com/company/co0131238,http://www.twitter.com/UTVfilms,https://www.instagram.com/utvfilms/,https://www.facebook.com/UTVMotionPictures,https://www.youtube.com/user/UTVMotionPictures,Ronnie Screwvala | Zarina Screwvala
,38,Viacom18 Motion Pictures,Production House,https://pro.imdb.com/company/co0328195,https://twitter.com/mantofilm,https://www.instagram.com/mantofilm,https://www.facebook.com/Viacom18MotionPictures,https://www.youtube.com/user/Viacom18Movies,Ajit Andhare 
,39,Vinod Chopra Films,Production House,https://pro.imdb.com/company/co0106826,https://twitter.com/VVCfilms,https://www.instagram.com/vinodchoprafilms/,https://www.facebook.com/vinodchoprafilms,https://www.youtube.com/user/VinodChopraFIlms,Vidhu Vinod Chopra
,40,Vishesh Films,Production House,https://pro.imdb.com/company/co0020031,https://twitter.com/VisheshFilms,https://www.instagram.com/visheshfilms,https://www.facebook.com/VisheshFilms,https://www.youtube.com/channel/UCA6q5E9yd7cSgl8m0TrxOmQ,Mahesh Bhatt | Mukesh Bhatt
,41,Yash Raj Films,Production House,https://pro.imdb.com/company/co0077190,http://twitter.com/yrf,https://instagram.com/yrf,https://www.facebook.com/yrf,https://www.youtube.com/user/yrf,Aditya Chopra | Uday Chopra | Pamela Chopra | Rani Mukerji
,42,Zee Studios,Production House,https://pro.imdb.com/company/co0274702,https://twitter.com/zeestudios_,https://www.instagram.com/zeestudiosofficial/,https://www.facebook.com/ZeeStudios,https://www.youtube.com/channel/UC3jMepkLKF8y4iiwWmAB3RA,Subhash Chandra
,,,,,,,,,
,,,,,,,,,
,1,PVR Cinemas,Cineplex,NA,http://www.twitter.com/_pvrcinemas,https://instagram.com/pvrcinemas_official,http://www.facebook.com/moviesatpvr,https://www.youtube.com/user/PVRChannel,
,2,INOX Cinemas,Cineplex,NA,https://twitter.com/INOXMovies,http://instagram.com/inoxmovies,https://www.facebook.com/INOXLEISURE,https://www.youtube.com/user/moviesatINOX,
,3,Carnival Cinemas,Cineplex,NA,https://twitter.com/CarnivalCine,https://www.instagram.com/carnivalcine/,https://www.facebook.com/CarnivalCinemaIndia/,NA,
,4,Asian Cinemas,Cineplex,NA,https://twitter.com/asiancinemas_,NA,https://www.facebook.com/AsianCinemas/,NA,
,5,Cinepolis,Cineplex,NA,https://twitter.com/IndiaCinepolis,https://www.instagram.com/cinepolisindia/,https://www.facebook.com/CinepolisIndia,https://www.youtube.com/channel/UCpm5tv9eQNuwhatZz9MIg1g,
,6,Miraj Cinemas,Cineplex,NA,https://twitter.com/MirajCinemas,https://instagram.com/mirajcinemas/,https://www.facebook.com/MirajCinemas/,https://www.youtube.com/channel/UCcVaJfAhk3L4kAEAjlGYw2A,
,7,Gold Cinemas,Cineplex,NA,NA,https://instagram.com/goldcinemaofficial/,https://www.facebook.com/goldcinemaofficial,NA,
,8,SRS Cinemas,Cineplex,NA,https://twitter.com/srscinemas,https://www.instagram.com/srs_cinemas/,https://www.facebook.com/SRSCinemas/,NA,
,9,MovieTime Cinemas,Cineplex,NA,https://twitter.com/MovieTimeCinema,https://www.instagram.com/movietimecinemas/,http://www.facebook.com/MovieTimeCinemas,NA,
,10,Mukta A2 Cinemas,Cineplex,NA,https://twitter.com/Muktaa2Cinemas,https://www.instagram.com/muktaa2cinemas,https://www.facebook.com/MuktaA2Cinemas/,https://www.youtube.com/muktaart,
,11,Wave Cinemas,Cineplex,NA,http://twitter.com/Wave_Cinemas,https://www.instagram.com/wavecinemasofficial,https://www.facebook.com/WaveCinemas,https://www.youtube.com/OfficialWaveCinemas,
,,,,,,,,,
,,,,,,,,,
,1,Instant Bollywood,Gossip,NA,https://twitter.com/instantbolly,https://instagram.com/instantbollywood,http://facebook.com/738623526202061,https://www.youtube.com/channel/UCHAysCxLxaSAto8hRwrhzBw,
,2,BiscootTV,Gossip,NA,https://twitter.com/BiscootLive,NA,https://www.facebook.com/BiscootLive,https://www.youtube.com/user/BiscootTV,
,3,Bollywood Bai,Gossip,NA,NA,NA,NA,https://www.youtube.com/user/bollywoodbai,
,4,Bollywood Bubble,Gossip,NA,https://twitter.com/bollybubble,https://www.instagram.com/bollywoodbubble/,https://www.facebook.com/BollywoodBubble,https://www.youtube.com/channel/UCkul0EjxFOR2hS_0tOokGag,
,5,Bollywood Fuzz,Gossip,NA,NA,NA,NA,https://www.youtube.com/user/BollywoodFuzz,
,6,Bollywood Gossip,Gossip,NA,NA,https://www.instagram.com/bollywood_gossip_01/,https://www.facebook.com/Bollywood-Gossip-266745703736838/,https://www.youtube.com/channel/UC7GPkJLAUMegUcEQL7RqFhw,
,7,Bollywood Hungama,Gossip,NA,http://twitter.com/Bollyhungama,NA,http://www.facebook.com/bollywoodhungamacom,https://www.youtube.com/user/hungama,
,8,Bollywood Life,Gossip,NA,https://twitter.com/bollywood_life,NA,https://www.facebook.com/TheBollywoodlife/,https://www.youtube.com/channel/UC2GwMhJ9ffCY5hR_-cIz1Bw,
,9,Bollywood Now,Gossip,NA,http://twitter.com/bollywoodnow,NA,http://facebook.com/bollywoodnow,https://www.youtube.com/user/BollywoodNOW,
,10,Bollywood Punch,Gossip,NA,NA,NA,NA,https://www.youtube.com/channel/UCQubAZpqdncdxXerfbyw4hA,
,11,Bollywood Fan,Gossip,NA,NA,NA,NA,https://www.youtube.com/channel/UCZpkUbzY5RlyjWR6JfbV0Tg,
,12,Celebrity News,Gossip,NA,NA,NA,NA,https://www.youtube.com/channel/UCaYjWXVxleI2aDlpXI8qGOA,
,13,Complete Bollywood,Gossip,NA,NA,NA,NA,https://www.youtube.com/channel/UCknVIVm8mspptFcD1CVKUZA,
,14,Desi Martini,Gossip,NA,NA,NA,https://www.facebook.com/DesimartiniMovies,https://www.youtube.com/user/DesiMartiniMovies,
,15,Home Bollywud,Gossip,NA,NA,NA,NA,https://www.youtube.com/channel/UCfyKktpUgdV5xDEhakicCsw,
,16,KoiMoi,Gossip,NA,https://twitter.com/Koimoi,NA,https://www.facebook.com/koimoidotcom?sk=wall,https://www.youtube.com/user/Koimoi4Bollywood,
,17,Movie Talkies,Gossip,NA,http://www.twitter.com/MovieTalkies,https://www.instagram.com/movietalkies/,http://www.facebook.com/MovieTalkies,https://www.youtube.com/user/movietalkies,
,18,Mr. Reporter,Gossip,NA,https://twitter.com/MrReporter24,NA,https://www.facebook.com/Mr.Reporter24,https://www.youtube.com/channel/UCZyfMdM8fukBBxQvAwgTf5A,
,19,Offscreen Of Stars,Gossip,NA,NA,NA,NA,https://www.youtube.com/channel/UC0UVvqXaH4k2NFkQ2_44Ghw,
,20,Smoky Evening,Gossip,NA,NA,NA,NA,https://www.youtube.com/channel/UCaBlzaQM3i9VmzLTk-rxFGg,
,21,Univrsal Media Pro,Gossip,NA,https://twitter.com/univrslmediapro?lang=en,https://www.instagram.com/univrsalmediapro/,https://www.facebook.com/Univrsalmediapro/,https://www.youtube.com/channel/UCWi865tyDtqp36B1gPAT0ig,
,22,Desimad,Gossip,NA,NA,NA,http://www.facebook.com/desimad,https://www.youtube.com/channel/UCDNPha_jzc0D0HtUTWMT-6w,
,23,Viral Bollywood,Gossip,NA,https://twitter.com/viralbollywood,http://instagram.com/viralbollywood,https://www.facebook.com/viralbollywood,https://www.youtube.com/user/viralbollywood,
